Percentage served,Time in ms
0,2.960
1,5.181
2,5.579
3,5.801
4,6.001
5,6.103
6,6.201
7,6.297
8,6.355
9,6.553
10,6.709
11,6.804
12,6.946
13,7.011
14,7.103
15,7.192
16,7.302
17,7.376
18,7.438
19,7.515
20,7.573
21,7.625
22,7.752
23,7.846
24,7.923
25,8.110
26,8.183
27,8.285
28,8.346
29,8.438
30,8.513
31,8.601
32,8.677
33,8.755
34,8.850
35,8.952
36,9.002
37,9.072
38,9.130
39,9.199
40,9.301
41,9.401
42,9.462
43,9.565
44,9.645
45,9.747
46,9.823
47,9.903
48,10.005
49,10.084
50,10.152
51,10.192
52,10.269
53,10.330
54,10.451
55,10.508
56,10.633
57,10.720
58,10.841
59,10.925
60,11.113
61,11.180
62,11.307
63,11.456
64,11.572
65,11.678
66,11.871
67,12.001
68,12.133
69,12.334
70,12.561
71,12.804
72,12.928
73,13.300
74,13.500
75,13.764
76,14.185
77,14.522
78,15.025
79,15.401
80,15.547
81,15.835
82,16.082
83,16.655
84,17.018
85,17.672
86,18.450
87,19.766
88,20.691
89,22.455
90,28.946
91,48.839
92,53.057
93,54.247
94,56.208
95,56.727
96,57.415
97,58.664
98,58.943
99,59.688
100,64.206
