Percentage served,Time in ms
0,8.594
1,16.804
2,22.369
3,23.981
4,25.277
5,26.383
6,26.799
7,27.971
8,28.312
9,29.274
10,29.758
11,31.106
12,32.099
13,34.418
14,35.802
15,36.775
16,37.838
17,38.231
18,38.842
19,39.266
20,40.126
21,40.948
22,41.608
23,42.348
24,43.221
25,43.604
26,43.979
27,44.872
28,45.382
29,45.664
30,46.050
31,46.712
32,47.088
33,48.022
34,48.416
35,49.131
36,49.615
37,50.037
38,50.560
39,51.512
40,52.326
41,53.168
42,54.113
43,55.941
44,58.852
45,60.856
46,62.132
47,63.011
48,64.462
49,65.181
50,66.497
51,66.860
52,67.437
53,68.525
54,69.894
55,70.979
56,72.450
57,73.314
58,74.954
59,75.728
60,76.088
61,76.442
62,77.129
63,77.859
64,78.693
65,79.589
66,81.985
67,84.243
68,87.414
69,91.120
70,96.006
71,98.967
72,100.867
73,102.406
74,105.502
75,107.238
76,111.003
77,114.655
78,117.769
79,120.009
80,121.306
81,122.974
82,124.974
83,127.200
84,128.365
85,130.819
86,134.524
87,137.620
88,139.771
89,140.721
90,142.208
91,143.242
92,143.884
93,145.713
94,151.793
95,155.897
96,157.810
97,164.502
98,181.863
99,194.335
100,405.310
