Percentage served,Time in ms
0,18.669
1,33.543
2,36.621
3,42.274
4,43.514
5,45.421
6,48.094
7,49.684
8,51.275
9,53.243
10,55.408
11,56.406
12,57.093
13,57.358
14,57.715
15,58.105
16,58.529
17,58.791
18,59.212
19,59.828
20,60.164
21,60.581
22,61.506
23,62.114
24,62.841
25,63.333
26,63.597
27,64.055
28,64.592
29,65.915
30,66.346
31,67.223
32,67.557
33,68.291
34,68.743
35,69.376
36,70.110
37,70.641
38,71.156
39,72.213
40,72.507
41,72.825
42,73.556
43,74.301
44,75.065
45,76.084
46,77.353
47,77.907
48,78.332
49,79.227
50,79.805
51,80.608
52,81.855
53,82.218
54,83.266
55,84.142
56,84.848
57,85.398
58,85.826
59,86.638
60,87.070
61,87.236
62,87.804
63,88.700
64,89.025
65,89.826
66,90.945
67,92.271
68,93.711
69,94.377
70,95.073
71,95.410
72,96.077
73,96.488
74,96.776
75,97.165
76,97.615
77,98.358
78,99.022
79,99.327
80,99.802
81,100.751
82,102.789
83,104.400
84,105.393
85,106.814
86,108.682
87,112.256
88,116.022
89,119.545
90,121.673
91,122.889
92,126.990
93,128.057
94,131.459
95,135.668
96,141.188
97,154.394
98,166.601
99,186.992
100,207.813
