Percentage served,Time in ms
0,22.463
1,38.023
2,48.364
3,52.895
4,57.628
5,60.051
6,64.025
7,65.670
8,66.376
9,67.399
10,69.658
11,70.778
12,72.456
13,73.905
14,74.935
15,75.881
16,76.880
17,78.067
18,79.912
19,80.812
20,82.270
21,83.332
22,84.334
23,85.253
24,86.059
25,86.630
26,87.081
27,87.549
28,88.408
29,89.717
30,91.206
31,91.577
32,92.255
33,93.260
34,94.508
35,95.394
36,96.947
37,97.389
38,97.943
39,98.926
40,100.033
41,101.103
42,102.321
43,103.875
44,104.601
45,106.143
46,107.179
47,108.364
48,110.451
49,111.002
50,111.367
51,111.969
52,113.339
53,115.414
54,116.409
55,117.565
56,118.486
57,119.056
58,120.279
59,121.560
60,123.050
61,125.021
62,126.496
63,127.582
64,128.454
65,129.267
66,130.252
67,131.202
68,133.028
69,134.100
70,135.192
71,137.295
72,138.656
73,140.200
74,141.977
75,143.840
76,144.884
77,147.474
78,150.633
79,153.542
80,156.295
81,159.889
82,161.607
83,166.726
84,170.330
85,176.368
86,182.780
87,190.101
88,203.918
89,222.019
90,235.891
91,254.474
92,358.215
93,396.729
94,584.311
95,587.718
96,593.974
97,602.135
98,609.836
99,633.569
100,666.036
