Percentage served,Time in ms
0,0.619
1,0.730
2,0.821
3,0.933
4,0.978
5,1.022
6,1.054
7,1.076
8,1.124
9,1.216
10,1.302
11,1.307
12,1.316
13,1.323
14,1.341
15,1.388
16,1.402
17,1.406
18,1.426
19,1.452
20,1.487
21,1.518
22,1.544
23,1.580
24,1.623
25,1.671
26,1.711
27,1.732
28,1.756
29,1.777
30,1.787
31,1.796
32,1.812
33,1.831
34,1.872
35,1.980
36,2.082
37,2.352
38,2.381
39,2.400
40,2.413
41,2.421
42,2.426
43,2.507
44,2.610
45,2.664
46,2.699
47,2.733
48,2.820
49,2.843
50,2.868
51,3.001
52,3.060
53,3.290
54,3.346
55,3.375
56,3.402
57,3.484
58,3.563
59,3.597
60,3.740
61,3.951
62,4.092
63,4.269
64,4.295
65,4.336
66,4.371
67,4.397
68,4.425
69,4.450
70,4.457
71,4.487
72,4.550
73,5.145
74,5.718
75,5.910
76,6.295
77,6.498
78,6.873
79,6.988
80,7.134
81,7.358
82,7.878
83,8.284
84,8.664
85,9.568
86,10.827
87,11.265
88,12.668
89,12.774
90,13.388
91,13.500
92,13.750
93,14.719
94,15.257
95,15.587
96,15.904
97,16.180
98,16.708
99,17.047
100,18.037
