Percentage served,Time in ms
0,0.348
1,0.386
2,0.443
3,0.505
4,0.569
5,0.637
6,0.729
7,0.818
8,0.861
9,0.878
10,0.893
11,0.903
12,0.913
13,0.922
14,0.944
15,0.966
16,1.040
17,1.047
18,1.062
19,1.074
20,1.081
21,1.086
22,1.100
23,1.127
24,1.155
25,1.159
26,1.161
27,1.176
28,1.222
29,1.248
30,1.270
31,1.321
32,1.323
33,1.396
34,1.486
35,1.619
36,1.719
37,1.752
38,1.781
39,1.802
40,1.820
41,1.841
42,1.878
43,1.941
44,1.991
45,2.036
46,2.076
47,2.312
48,2.405
49,2.442
50,2.485
51,2.516
52,2.557
53,2.561
54,2.584
55,2.598
56,2.610
57,2.623
58,2.637
59,2.665
60,2.670
61,2.673
62,2.682
63,2.689
64,2.720
65,2.758
66,2.788
67,2.818
68,2.834
69,2.844
70,2.849
71,2.855
72,2.865
73,2.869
74,2.873
75,2.876
76,2.887
77,2.900
78,2.910
79,2.930
80,2.964
81,2.975
82,3.082
83,3.228
84,3.284
85,3.320
86,3.347
87,3.416
88,3.466
89,3.507
90,11.156
91,14.777
92,14.808
93,14.914
94,15.037
95,15.205
96,15.463
97,15.583
98,15.744
99,15.974
100,16.101
