Percentage served,Time in ms
0,1.570
1,2.075
2,2.368
3,2.451
4,2.605
5,3.006
6,3.138
7,3.210
8,3.308
9,3.401
10,3.454
11,3.519
12,3.563
13,3.598
14,3.645
15,3.716
16,3.788
17,3.850
18,3.897
19,3.939
20,3.966
21,3.997
22,4.042
23,4.088
24,4.117
25,4.155
26,4.177
27,4.209
28,4.251
29,4.266
30,4.300
31,4.333
32,4.368
33,4.401
34,4.446
35,4.510
36,4.537
37,4.573
38,4.640
39,4.746
40,4.895
41,4.973
42,5.038
43,5.108
44,5.154
45,5.201
46,5.300
47,5.369
48,5.471
49,5.521
50,5.570
51,5.630
52,5.678
53,5.735
54,5.761
55,5.806
56,5.836
57,5.871
58,5.893
59,5.907
60,5.944
61,5.956
62,5.981
63,5.993
64,6.000
65,6.011
66,6.016
67,6.025
68,6.031
69,6.038
70,6.045
71,6.050
72,6.057
73,6.065
74,6.072
75,6.079
76,6.083
77,6.086
78,6.097
79,6.106
80,6.124
81,6.133
82,6.160
83,6.221
84,6.351
85,6.455
86,6.594
87,6.874
88,7.176
89,8.558
90,14.912
91,18.550
92,18.617
93,18.728
94,18.809
95,18.953
96,19.319
97,19.452
98,19.660
99,19.881
100,20.569
