Percentage served,Time in ms
0,1.602
1,2.248
2,2.343
3,2.418
4,2.483
5,2.557
6,2.624
7,2.665
8,2.723
9,2.779
10,2.841
11,2.891
12,2.978
13,3.109
14,3.253
15,3.334
16,3.375
17,3.428
18,3.488
19,3.590
20,3.677
21,3.735
22,3.802
23,3.842
24,3.916
25,3.951
26,4.058
27,4.077
28,4.119
29,4.207
30,4.251
31,4.306
32,4.354
33,4.394
34,4.462
35,4.526
36,4.584
37,4.679
38,4.742
39,4.869
40,4.962
41,5.037
42,5.084
43,5.138
44,5.211
45,5.244
46,5.278
47,5.299
48,5.323
49,5.342
50,5.370
51,5.389
52,5.400
53,5.411
54,5.430
55,5.454
56,5.461
57,5.479
58,5.492
59,5.501
60,5.510
61,5.515
62,5.532
63,5.541
64,5.552
65,5.575
66,5.592
67,5.615
68,5.626
69,5.641
70,5.653
71,5.665
72,5.674
73,5.696
74,5.708
75,5.727
76,5.760
77,5.816
78,5.875
79,5.946
80,6.258
81,6.571
82,6.822
83,7.414
84,7.676
85,7.840
86,7.974
87,8.089
88,8.198
89,8.601
90,19.913
91,22.094
92,22.146
93,22.226
94,22.265
95,22.332
96,22.424
97,22.474
98,22.550
99,22.785
100,23.118
