Percentage served,Time in ms
0,1.223
1,1.390
2,1.467
3,1.613
4,2.004
5,2.120
6,2.238
7,2.323
8,2.403
9,2.441
10,2.472
11,2.500
12,2.528
13,2.564
14,2.657
15,2.732
16,2.796
17,2.854
18,2.924
19,2.978
20,3.039
21,3.080
22,3.126
23,3.152
24,3.214
25,3.257
26,3.316
27,3.387
28,3.429
29,3.462
30,3.500
31,3.520
32,3.563
33,3.611
34,3.632
35,3.679
36,3.716
37,3.747
38,3.828
39,3.908
40,3.988
41,4.060
42,4.137
43,4.223
44,4.278
45,4.343
46,4.393
47,4.425
48,4.455
49,4.529
50,5.104
51,5.266
52,5.322
53,5.336
54,5.360
55,5.371
56,5.385
57,5.401
58,5.411
59,5.423
60,5.433
61,5.442
62,5.447
63,5.456
64,5.461
65,5.476
66,5.481
67,5.491
68,5.501
69,5.510
70,5.517
71,5.526
72,5.547
73,5.556
74,5.568
75,5.578
76,5.590
77,5.604
78,5.627
79,5.671
80,5.825
81,5.864
82,5.897
83,5.915
84,5.937
85,5.953
86,5.977
87,5.991
88,6.013
89,6.060
90,17.787
91,20.501
92,20.542
93,20.611
94,20.729
95,20.992
96,21.048
97,21.075
98,21.111
99,21.151
100,21.278
