Percentage served,Time in ms
0,7.907
1,10.419
2,11.103
3,11.450
4,11.549
5,11.838
6,12.316
7,13.316
8,13.666
9,14.219
10,14.776
11,16.103
12,18.237
13,21.298
14,22.418
15,22.950
16,23.385
17,24.669
18,26.226
19,27.116
20,28.072
21,28.715
22,28.933
23,29.405
24,29.833
25,30.229
26,32.336
27,33.504
28,35.318
29,37.084
30,39.678
31,40.831
32,42.034
33,42.612
34,42.966
35,43.262
36,43.550
37,44.029
38,44.291
39,44.845
40,45.371
41,45.984
42,46.431
43,46.736
44,46.914
45,47.049
46,47.219
47,47.478
48,48.260
49,48.735
50,50.445
51,51.889
52,52.718
53,53.559
54,54.113
55,55.388
56,56.009
57,56.491
58,56.909
59,58.009
60,59.019
61,59.900
62,60.823
63,61.131
64,61.393
65,61.617
66,62.001
67,62.922
68,63.614
69,64.563
70,67.062
71,69.741
72,70.200
73,72.517
74,72.952
75,73.242
76,73.765
77,74.592
78,81.855
79,88.403
80,98.546
81,101.523
82,103.983
83,108.133
84,115.484
85,117.801
86,118.388
87,119.261
88,120.424
89,121.020
90,122.925
91,123.790
92,129.114
93,134.658
94,142.390
95,145.277
96,149.588
97,199.720
98,216.363
99,223.396
100,265.719
