Percentage served,Time in ms
0,3.513
1,6.324
2,13.303
3,16.063
4,18.853
5,20.574
6,21.115
7,21.395
8,21.802
9,22.050
10,22.217
11,22.311
12,22.420
13,22.507
14,22.627
15,22.748
16,22.958
17,23.212
18,23.413
19,23.633
20,23.802
21,24.032
22,24.215
23,24.393
24,24.519
25,24.674
26,24.806
27,25.182
28,25.338
29,25.458
30,25.627
31,25.772
32,25.930
33,26.074
34,26.215
35,26.334
36,26.470
37,26.744
38,26.919
39,27.302
40,27.720
41,28.187
42,28.431
43,28.791
44,28.976
45,29.123
46,29.490
47,29.803
48,30.175
49,30.477
50,30.865
51,31.170
52,31.473
53,31.787
54,32.066
55,32.365
56,32.593
57,32.794
58,33.520
59,34.000
60,34.693
61,35.081
62,35.325
63,35.836
64,36.290
65,36.819
66,37.502
67,38.048
68,38.522
69,38.861
70,39.190
71,39.705
72,40.113
73,40.785
74,41.145
75,41.451
76,41.673
77,42.322
78,43.004
79,44.072
80,44.615
81,45.399
82,46.108
83,46.553
84,47.156
85,47.833
86,48.333
87,48.663
88,49.196
89,49.890
90,50.691
91,50.872
92,51.372
93,51.892
94,52.398
95,53.228
96,53.816
97,54.185
98,56.433
99,61.176
100,66.351
