1000,100,1024,7735.51,14.887,0
1000,100,1024,18439.30,14.887,0
1000,100,2048,15917.74,21.151,0
1000,100,4096,14429.81,22.785,0
1000,100,8192,13751.56,23.745,0
1000,100,16384,8621.95,31.045,0
1000,100,32768,7866.83,34.856,0
1000,100,65536,4945.65,41.025,0
