1000,100,1024,2433.06,120.387,0
1000,100,1024,1464.26,120.387,0
1000,100,2048,3614.87,47.480,0
1000,100,4096,1525.88,223.396,0
1000,100,8192,2884.99,61.176,0
1000,100,16384,1593.09,127.772,0
1000,100,32768,769.63,606.491,0
1000,100,65536,1258.22,128.338,0
