Percentage served,Time in ms
0,9.374
1,9.746
2,9.963
3,10.113
4,12.732
5,14.471
6,15.770
7,18.537
8,19.574
9,20.726
10,21.920
11,22.882
12,23.477
13,24.068
14,24.461
15,24.903
16,25.249
17,25.730
18,26.180
19,27.202
20,27.658
21,28.050
22,28.650
23,29.212
24,29.579
25,29.801
26,30.073
27,30.358
28,30.985
29,31.695
30,32.989
31,33.615
32,33.761
33,34.168
34,34.671
35,35.409
36,36.151
37,36.759
38,37.086
39,37.206
40,37.411
41,37.556
42,37.686
43,37.890
44,37.989
45,38.131
46,38.312
47,38.648
48,38.879
49,39.352
50,39.854
51,39.982
52,40.104
53,40.488
54,40.931
55,41.476
56,42.081
57,42.213
58,42.456
59,42.778
60,43.424
61,43.724
62,44.795
63,45.460
64,45.972
65,46.358
66,47.473
67,47.669
68,47.799
69,47.967
70,48.241
71,48.404
72,48.691
73,48.882
74,49.042
75,49.309
76,49.513
77,49.637
78,49.918
79,50.274
80,50.700
81,51.269
82,51.900
83,53.106
84,54.395
85,55.342
86,56.412
87,57.360
88,58.897
89,59.850
90,60.594
91,60.869
92,61.758
93,63.757
94,64.887
95,65.983
96,66.433
97,66.622
98,67.083
99,70.349
100,110.030
