Percentage served,Time in ms
0,1.495
1,2.125
2,2.256
3,2.403
4,2.548
5,2.676
6,2.792
7,2.927
8,2.985
9,3.038
10,3.076
11,3.121
12,3.148
13,3.215
14,3.260
15,3.298
16,3.361
17,3.393
18,3.433
19,3.485
20,3.526
21,3.553
22,3.585
23,3.611
24,3.634
25,3.669
26,3.712
27,3.731
28,3.753
29,3.776
30,3.804
31,3.842
32,3.883
33,3.899
34,3.922
35,3.950
36,3.990
37,4.012
38,4.046
39,4.079
40,4.117
41,4.135
42,4.155
43,4.201
44,4.235
45,4.262
46,4.311
47,4.367
48,4.418
49,4.472
50,4.529
51,4.576
52,4.623
53,4.680
54,4.724
55,4.760
56,4.820
57,4.882
58,4.901
59,4.938
60,4.987
61,5.062
62,5.110
63,5.176
64,5.241
65,5.278
66,5.329
67,5.362
68,5.382
69,5.415
70,5.469
71,5.511
72,5.570
73,5.669
74,5.733
75,5.847
76,5.941
77,6.126
78,6.244
79,6.489
80,7.038
81,7.443
82,9.605
83,10.454
84,10.859
85,11.128
86,11.321
87,11.472
88,11.669
89,11.832
90,12.050
91,12.181
92,12.408
93,12.606
94,12.835
95,13.275
96,13.545
97,13.917
98,14.850
99,20.718
100,21.993
