Percentage served,Time in ms
0,1.878
1,2.778
2,3.993
3,5.571
4,6.791
5,7.521
6,7.726
7,8.341
8,8.563
9,8.674
10,8.991
11,9.370
12,9.588
13,9.965
14,10.188
15,10.511
16,10.638
17,10.983
18,11.261
19,11.410
20,11.566
21,11.774
22,11.956
23,12.178
24,12.351
25,12.511
26,12.638
27,12.789
28,12.908
29,13.037
30,13.132
31,13.268
32,13.434
33,13.813
34,13.926
35,14.073
36,14.225
37,14.385
38,14.525
39,14.718
40,14.891
41,15.089
42,15.344
43,15.492
44,15.704
45,15.875
46,16.176
47,16.334
48,16.490
49,16.788
50,17.032
51,17.153
52,17.314
53,17.457
54,17.615
55,17.741
56,18.053
57,18.229
58,18.407
59,18.587
60,18.779
61,18.988
62,19.154
63,19.342
64,19.475
65,19.734
66,20.122
67,20.352
68,20.768
69,21.065
70,21.547
71,21.977
72,22.347
73,22.609
74,23.156
75,23.522
76,24.902
77,25.476
78,26.403
79,26.999
80,27.432
81,27.780
82,28.083
83,28.712
84,28.936
85,29.806
86,30.784
87,32.412
88,33.353
89,34.383
90,34.924
91,35.677
92,39.596
93,43.372
94,46.325
95,48.201
96,50.886
97,51.657
98,53.618
99,58.763
100,63.143
