Percentage served,Time in ms
0,1.750
1,4.504
2,4.531
3,5.884
4,5.973
5,6.641
6,6.716
7,6.737
8,6.760
9,6.780
10,6.914
11,7.166
12,7.255
13,7.510
14,7.521
15,7.575
16,8.965
17,9.061
18,9.353
19,9.731
20,9.917
21,10.304
22,10.478
23,10.653
24,10.972
25,11.173
26,11.284
27,11.363
28,11.388
29,11.468
30,11.563
31,11.628
32,12.133
33,12.137
34,12.149
35,12.157
36,12.441
37,12.480
38,12.577
39,13.141
40,13.772
41,14.115
42,14.272
43,14.546
44,14.690
45,14.803
46,15.052
47,15.906
48,16.120
49,16.330
50,16.603
51,16.671
52,16.815
53,16.950
54,17.019
55,17.060
56,17.105
57,17.112
58,17.165
59,17.205
60,17.326
61,17.380
62,17.477
63,17.832
64,17.986
65,18.258
66,18.584
67,18.661
68,18.817
69,18.921
70,19.118
71,19.749
72,20.202
73,20.605
74,21.330
75,21.846
76,22.013
77,22.202
78,22.393
79,22.574
80,22.739
81,22.927
82,23.107
83,23.703
84,24.541
85,24.950
86,25.199
87,25.512
88,25.784
89,25.897
90,25.981
91,26.113
92,26.300
93,26.510
94,26.726
95,27.194
96,28.550
97,29.873
98,36.087
99,42.273
100,43.623
