Percentage served,Time in ms
0,0.583
1,0.642
2,0.683
3,0.736
4,0.760
5,0.790
6,0.828
7,0.874
8,0.915
9,0.948
10,1.001
11,1.021
12,1.027
13,1.038
14,1.121
15,1.161
16,1.190
17,1.226
18,1.240
19,1.276
20,1.292
21,1.304
22,1.314
23,1.326
24,1.340
25,1.361
26,1.383
27,1.401
28,1.407
29,1.413
30,1.422
31,1.431
32,1.440
33,1.452
34,1.461
35,1.476
36,1.500
37,1.515
38,1.537
39,1.555
40,1.566
41,1.577
42,1.590
43,1.609
44,1.639
45,1.648
46,1.659
47,1.668
48,1.675
49,1.681
50,1.689
51,1.696
52,1.710
53,1.723
54,1.746
55,1.757
56,1.768
57,1.788
58,1.811
59,1.845
60,1.872
61,1.894
62,1.906
63,1.917
64,1.936
65,1.944
66,1.955
67,2.119
68,2.617
69,3.147
70,3.198
71,3.221
72,3.253
73,3.341
74,3.357
75,3.371
76,3.395
77,3.416
78,3.449
79,3.600
80,3.856
81,4.131
82,4.266
83,4.332
84,4.407
85,4.435
86,4.446
87,4.515
88,4.546
89,4.582
90,9.205
91,13.278
92,13.434
93,13.588
94,13.655
95,13.685
96,13.711
97,13.744
98,13.780
99,14.055
100,14.213
