Percentage served,Time in ms
0,0.303
1,0.377
2,0.478
3,0.665
4,0.744
5,0.771
6,0.786
7,0.791
8,0.796
9,0.806
10,0.835
11,0.874
12,0.903
13,0.923
14,0.936
15,0.956
16,0.962
17,0.968
18,0.976
19,0.986
20,0.997
21,1.018
22,1.066
23,1.136
24,1.161
25,1.172
26,1.179
27,1.188
28,1.198
29,1.211
30,1.215
31,1.220
32,1.227
33,1.235
34,1.267
35,1.275
36,1.299
37,1.320
38,1.344
39,1.389
40,1.427
41,1.452
42,1.460
43,1.469
44,1.488
45,1.507
46,1.534
47,1.561
48,1.599
49,1.621
50,1.628
51,1.646
52,1.657
53,1.669
54,1.694
55,1.709
56,1.739
57,1.827
58,2.057
59,2.091
60,2.335
61,2.348
62,2.395
63,2.589
64,2.604
65,2.626
66,2.642
67,2.650
68,2.676
69,2.698
70,2.734
71,2.773
72,2.784
73,2.794
74,2.809
75,2.829
76,2.842
77,2.858
78,2.909
79,2.929
80,2.973
81,3.019
82,3.038
83,3.066
84,3.096
85,3.114
86,3.121
87,3.127
88,3.131
89,3.159
90,11.409
91,13.459
92,13.502
93,13.547
94,13.599
95,13.640
96,13.763
97,13.895
98,14.008
99,14.094
100,14.235
