Percentage served,Time in ms
0,6.627
1,49.459
2,58.967
3,61.340
4,64.604
5,67.043
6,69.229
7,71.961
8,73.789
9,75.031
10,76.540
11,79.377
12,81.175
13,82.596
14,83.862
15,85.992
16,87.021
17,88.148
18,88.767
19,89.412
20,90.804
21,91.585
22,92.695
23,93.709
24,94.897
25,96.103
26,97.472
27,98.512
28,99.431
29,101.139
30,103.241
31,104.216
32,105.739
33,107.313
34,108.215
35,110.030
36,110.726
37,112.332
38,113.165
39,114.750
40,115.540
41,116.814
42,118.374
43,119.316
44,121.689
45,123.162
46,123.668
47,124.653
48,126.377
49,128.011
50,129.199
51,130.017
52,130.998
53,131.889
54,133.699
55,135.732
56,136.960
57,138.833
58,140.780
59,142.908
60,144.197
61,145.421
62,147.520
63,150.110
64,152.718
65,155.461
66,156.948
67,159.429
68,161.483
69,163.030
70,164.956
71,166.652
72,168.999
73,169.973
74,171.495
75,174.973
76,176.660
77,179.201
78,182.188
79,184.763
80,186.493
81,188.190
82,190.527
83,193.077
84,197.024
85,198.202
86,203.431
87,206.110
88,207.786
89,211.302
90,216.677
91,225.133
92,233.243
93,244.783
94,256.266
95,266.435
96,309.604
97,364.766
98,386.733
99,519.818
100,633.246
