Percentage served,Time in ms
0,4.406
1,5.991
2,6.186
3,6.950
4,7.902
5,8.645
6,9.110
7,9.525
8,9.887
9,10.288
10,10.574
11,10.742
12,11.099
13,11.458
14,11.693
15,12.397
16,12.549
17,13.052
18,13.339
19,14.053
20,14.253
21,14.840
22,15.192
23,15.448
24,15.581
25,15.695
26,15.798
27,15.949
28,16.130
29,16.293
30,16.484
31,16.762
32,16.888
33,17.135
34,17.500
35,17.681
36,18.305
37,18.787
38,19.146
39,19.391
40,19.622
41,19.948
42,20.244
43,20.370
44,20.864
45,21.098
46,21.397
47,21.471
48,21.638
49,21.754
50,21.850
51,21.943
52,22.056
53,22.290
54,22.589
55,22.860
56,23.388
57,23.790
58,24.474
59,24.921
60,25.100
61,25.663
62,26.402
63,27.720
64,28.946
65,31.948
66,32.231
67,32.408
68,32.793
69,33.674
70,33.863
71,34.078
72,34.288
73,34.610
74,35.562
75,36.137
76,36.367
77,36.500
78,36.553
79,36.623
80,36.716
81,36.836
82,36.890
83,37.150
84,37.460
85,37.887
86,38.823
87,39.291
88,39.554
89,41.148
90,41.433
91,44.060
92,47.782
93,50.992
94,60.056
95,62.861
96,78.725
97,79.106
98,79.424
99,81.950
100,90.495
