Percentage served,Time in ms
0,2.041
1,2.315
2,2.487
3,2.570
4,2.655
5,2.705
6,2.739
7,2.787
8,2.827
9,2.894
10,2.945
11,2.975
12,2.989
13,3.018
14,3.030
15,3.045
16,3.060
17,3.072
18,3.089
19,3.107
20,3.136
21,3.153
22,3.174
23,3.205
24,3.243
25,3.287
26,3.326
27,3.372
28,3.399
29,3.430
30,3.457
31,3.516
32,3.580
33,3.616
34,3.661
35,3.708
36,3.758
37,3.826
38,3.860
39,3.897
40,3.937
41,3.975
42,4.035
43,4.086
44,4.150
45,4.190
46,4.282
47,4.333
48,4.399
49,4.493
50,4.568
51,4.620
52,4.665
53,4.710
54,4.756
55,4.830
56,4.906
57,5.057
58,5.168
59,5.279
60,5.387
61,5.443
62,5.558
63,5.654
64,5.719
65,5.863
66,5.950
67,5.987
68,6.019
69,6.049
70,6.082
71,6.106
72,6.143
73,6.357
74,6.437
75,6.526
76,6.567
77,6.599
78,6.641
79,6.676
80,6.733
81,6.829
82,7.060
83,7.209
84,7.280
85,7.436
86,7.515
87,7.713
88,8.145
89,8.327
90,20.565
91,25.130
92,25.481
93,25.811
94,25.902
95,26.036
96,26.183
97,26.242
98,26.377
99,26.643
100,27.111
