Percentage served,Time in ms
0,1.646
1,1.743
2,1.767
3,1.902
4,1.950
5,2.204
6,2.297
7,2.333
8,2.380
9,2.412
10,2.452
11,2.490
12,2.530
13,2.551
14,2.567
15,2.592
16,2.610
17,2.643
18,2.666
19,2.711
20,2.770
21,2.924
22,2.960
23,2.995
24,3.027
25,3.066
26,3.089
27,3.109
28,3.125
29,3.132
30,3.154
31,3.181
32,3.199
33,3.215
34,3.232
35,3.257
36,3.272
37,3.297
38,3.318
39,3.335
40,3.350
41,3.384
42,3.408
43,3.442
44,3.480
45,3.516
46,3.594
47,3.633
48,3.749
49,3.836
50,3.917
51,3.972
52,4.021
53,4.054
54,4.097
55,4.133
56,4.176
57,4.216
58,4.270
59,4.337
60,4.425
61,4.489
62,4.590
63,4.670
64,4.857
65,5.070
66,5.326
67,5.457
68,5.562
69,5.724
70,5.782
71,5.784
72,6.113
73,6.299
74,6.438
75,6.490
76,6.730
77,7.038
78,7.073
79,7.369
80,11.252
81,12.775
82,12.876
83,13.112
84,13.343
85,13.548
86,13.676
87,14.667
88,14.826
89,15.101
90,21.588
91,24.100
92,24.261
93,24.464
94,24.801
95,24.914
96,25.029
97,25.105
98,25.280
99,25.416
100,25.942
