Percentage served,Time in ms
0,1.491
1,1.905
2,1.943
3,1.982
4,2.029
5,2.050
6,2.093
7,2.150
8,2.172
9,2.184
10,2.209
11,2.225
12,2.253
13,2.278
14,2.297
15,2.306
16,2.321
17,2.343
18,2.355
19,2.371
20,2.378
21,2.394
22,2.411
23,2.421
24,2.431
25,2.448
26,2.469
27,2.492
28,2.517
29,2.533
30,2.553
31,2.589
32,2.615
33,2.638
34,2.662
35,2.692
36,2.730
37,2.759
38,2.800
39,2.823
40,2.853
41,2.887
42,2.898
43,2.933
44,2.962
45,3.008
46,3.060
47,3.114
48,3.192
49,3.270
50,3.976
51,4.377
52,4.769
53,5.021
54,5.148
55,5.478
56,5.670
57,6.090
58,6.125
59,6.170
60,6.229
61,6.284
62,6.323
63,6.365
64,6.386
65,6.402
66,6.416
67,6.432
68,6.472
69,6.558
70,6.610
71,6.701
72,6.766
73,6.849
74,6.950
75,6.991
76,7.010
77,7.041
78,7.080
79,7.103
80,7.689
81,7.862
82,7.914
83,7.936
84,7.951
85,8.033
86,8.078
87,8.139
88,8.256
89,8.287
90,8.557
91,10.823
92,11.002
93,11.693
94,11.879
95,12.050
96,12.147
97,12.262
98,12.379
99,12.649
100,12.989
