Percentage served,Time in ms
0,3.496
1,6.910
2,8.380
3,8.851
4,9.464
5,9.770
6,10.113
7,10.508
8,10.994
9,11.339
10,11.668
11,11.942
12,12.248
13,12.435
14,12.592
15,12.801
16,13.026
17,13.286
18,13.432
19,13.517
20,13.630
21,13.844
22,14.012
23,14.151
24,14.391
25,14.530
26,14.631
27,14.750
28,14.858
29,14.970
30,15.202
31,15.298
32,15.473
33,15.549
34,15.731
35,15.870
36,15.993
37,16.120
38,16.257
39,16.391
40,16.498
41,16.600
42,16.783
43,16.945
44,17.077
45,17.385
46,17.607
47,17.711
48,17.908
49,18.011
50,18.164
51,18.317
52,18.448
53,18.505
54,18.696
55,18.837
56,18.979
57,19.137
58,19.362
59,19.519
60,19.691
61,19.838
62,20.016
63,20.215
64,20.495
65,20.653
66,20.889
67,21.083
68,21.316
69,21.694
70,21.940
71,22.230
72,22.537
73,23.115
74,23.408
75,23.917
76,24.247
77,24.910
78,26.190
79,26.948
80,27.568
81,28.405
82,28.975
83,29.556
84,30.069
85,30.232
86,30.628
87,31.041
88,31.367
89,31.941
90,33.387
91,35.786
92,36.883
93,40.540
94,45.190
95,47.989
96,49.199
97,50.363
98,53.523
99,57.712
100,88.409
